labels,predictions,outputs,categories
1.0,0.0,0.45936573,dit
1.0,1.0,0.54356766,dit
1.0,1.0,0.53877157,dit
1.0,1.0,0.5001898,dit
1.0,1.0,0.5656971,dit
1.0,1.0,0.5395247,dit
1.0,1.0,0.5004866,dit
1.0,0.0,0.44285533,dit
1.0,0.0,0.4909638,dit
1.0,0.0,0.4906452,dit
1.0,1.0,0.50551224,dit
1.0,0.0,0.48971114,dit
1.0,1.0,0.5105202,dit
1.0,1.0,0.52222383,dit
1.0,0.0,0.49748003,dit
1.0,0.0,0.49295238,dit
1.0,0.0,0.48377767,dit
1.0,1.0,0.545768,dit
1.0,1.0,0.5107979,dit
1.0,1.0,0.50702477,dit
1.0,1.0,0.5559704,dit
1.0,0.0,0.46379808,dit
1.0,0.0,0.45909733,dit
1.0,1.0,0.56888,dit
1.0,1.0,0.5080634,dit
1.0,1.0,0.5601252,dit
1.0,0.0,0.47457072,dit
1.0,0.0,0.45734984,dit
1.0,1.0,0.5355322,dit
1.0,1.0,0.5099562,dit
1.0,1.0,0.5277325,dit
1.0,1.0,0.5117787,dit
1.0,1.0,0.51285875,dit
1.0,1.0,0.50670165,dit
1.0,0.0,0.47373033,dit
1.0,1.0,0.51156116,dit
1.0,0.0,0.47045702,dit
1.0,1.0,0.56114244,dit
1.0,0.0,0.47003883,dit
1.0,1.0,0.52085376,dit
1.0,1.0,0.54636884,dit
1.0,0.0,0.48909572,dit
1.0,1.0,0.500398,dit
1.0,1.0,0.55688345,dit
1.0,0.0,0.44035253,dit
1.0,1.0,0.5901344,dit
1.0,0.0,0.48390564,dit
1.0,0.0,0.48590007,dit
1.0,0.0,0.48587856,dit
1.0,1.0,0.56952655,dit
1.0,0.0,0.48325583,dit
1.0,1.0,0.5815943,dit
1.0,1.0,0.591509,dit
1.0,1.0,0.5071958,dit
1.0,0.0,0.4982586,dit
1.0,0.0,0.4741119,dit
1.0,1.0,0.5107622,dit
1.0,1.0,0.5522253,dit
1.0,0.0,0.48426104,dit
1.0,0.0,0.49622658,dit
1.0,1.0,0.528571,dit
1.0,0.0,0.4694537,dit
1.0,1.0,0.5142512,dit
1.0,1.0,0.54275,dit
1.0,0.0,0.4751332,dit
1.0,0.0,0.4878694,dit
1.0,0.0,0.49551973,dit
1.0,0.0,0.48373917,dit
1.0,0.0,0.46249008,dit
1.0,0.0,0.46845087,dit
1.0,1.0,0.5103247,dit
1.0,1.0,0.50887185,dit
1.0,0.0,0.4994116,dit
1.0,0.0,0.4622614,dit
1.0,0.0,0.47531214,dit
1.0,1.0,0.53029066,dit
1.0,1.0,0.5826545,dit
1.0,0.0,0.46273258,dit
1.0,1.0,0.5200052,dit
1.0,1.0,0.5062238,dit
1.0,1.0,0.50440073,dit
1.0,0.0,0.47098324,dit
1.0,1.0,0.5082952,dit
1.0,0.0,0.46656048,dit
1.0,1.0,0.5795562,dit
1.0,0.0,0.49225315,dit
1.0,0.0,0.49712315,dit
1.0,0.0,0.49453208,dit
1.0,0.0,0.4952928,dit
1.0,1.0,0.5144318,dit
1.0,1.0,0.5424653,dit
1.0,0.0,0.48061648,dit
1.0,0.0,0.4902183,dit
1.0,0.0,0.44671467,dit
1.0,0.0,0.4884235,dit
1.0,0.0,0.44100776,dit
1.0,1.0,0.5429762,dit
1.0,0.0,0.4591275,dit
1.0,0.0,0.4865002,dit
1.0,1.0,0.5546382,dit
1.0,0.0,0.49288866,dit
1.0,0.0,0.468494,dit
1.0,1.0,0.5221087,dit
1.0,0.0,0.48242158,dit
1.0,1.0,0.5012639,dit
1.0,1.0,0.50309336,dit
1.0,0.0,0.46458635,dit
1.0,1.0,0.54126936,dit
1.0,1.0,0.5404104,dit
1.0,1.0,0.52769405,dit
1.0,0.0,0.46581846,dit
1.0,1.0,0.53739667,dit
1.0,1.0,0.5658144,dit
1.0,1.0,0.54231423,dit
1.0,0.0,0.4770753,dit
1.0,0.0,0.46474066,dit
1.0,1.0,0.5311637,dit
1.0,1.0,0.51822364,dit
1.0,1.0,0.55989486,dit
1.0,1.0,0.51543254,dit
1.0,1.0,0.5257003,dit
1.0,1.0,0.5868416,dit
1.0,1.0,0.52275395,dit
1.0,0.0,0.46161094,dit
1.0,1.0,0.5695774,dit
1.0,0.0,0.4991137,dit
1.0,1.0,0.5246027,dit
1.0,1.0,0.5426082,dit
1.0,1.0,0.5423434,dit
1.0,0.0,0.46488515,dit
1.0,0.0,0.49425137,dit
1.0,1.0,0.50717276,dit
1.0,0.0,0.4976354,dit
1.0,1.0,0.5231209,dit
1.0,0.0,0.49631578,dit
1.0,1.0,0.5145249,dit
1.0,1.0,0.5208609,dit
1.0,0.0,0.48919642,dit
1.0,1.0,0.53481364,dit
1.0,0.0,0.4619071,dit
1.0,0.0,0.4852611,dit
1.0,1.0,0.53566986,dit
1.0,1.0,0.56283987,dit
1.0,1.0,0.55469275,dit
1.0,0.0,0.4774207,dit
1.0,0.0,0.4979633,dit
1.0,0.0,0.49701774,dit
1.0,1.0,0.50702083,dit
1.0,1.0,0.51020956,dit
1.0,1.0,0.5453902,dit
1.0,1.0,0.5233693,dit
1.0,1.0,0.5470785,dit
1.0,0.0,0.4914603,dit
1.0,1.0,0.5379937,dit
1.0,0.0,0.47442064,dit
1.0,1.0,0.5637097,dit
1.0,1.0,0.55607337,dit
1.0,1.0,0.50184953,dit
1.0,0.0,0.4721318,dit
1.0,1.0,0.5784972,dit
1.0,1.0,0.53669226,dit
1.0,1.0,0.5568117,dit
1.0,0.0,0.4935552,dit
1.0,1.0,0.5568484,dit
1.0,0.0,0.48900375,dit
1.0,0.0,0.48919874,dit
1.0,0.0,0.47613478,dit
1.0,0.0,0.49565428,dit
1.0,1.0,0.50907695,dit
1.0,0.0,0.48095784,dit
1.0,0.0,0.4531927,dit
1.0,1.0,0.5115516,dit
1.0,0.0,0.43287262,dit
1.0,1.0,0.5305655,dit
1.0,1.0,0.56120473,dit
1.0,1.0,0.5293502,dit
1.0,0.0,0.4929423,dit
1.0,0.0,0.4645914,dit
1.0,0.0,0.47880718,dit
1.0,1.0,0.54768693,dit
1.0,1.0,0.51882035,dit
1.0,0.0,0.4350273,dit
1.0,0.0,0.49737245,dit
1.0,0.0,0.45968977,dit
1.0,1.0,0.5593251,dit
1.0,1.0,0.550444,dit
1.0,1.0,0.56351036,dit
1.0,0.0,0.4972192,dit
1.0,1.0,0.5437072,dit
1.0,1.0,0.5419451,dit
1.0,0.0,0.46904454,dit
1.0,0.0,0.45697123,dit
1.0,0.0,0.48165968,dit
1.0,0.0,0.4828614,dit
1.0,1.0,0.51461786,dit
1.0,1.0,0.5307222,dit
1.0,1.0,0.53762573,dit
1.0,1.0,0.5442967,dit
1.0,1.0,0.52079934,dit
1.0,1.0,0.504315,dit
1.0,0.0,0.44953448,dit
1.0,1.0,0.5198932,dit
1.0,1.0,0.5229582,dit
1.0,0.0,0.4860445,dit
1.0,1.0,0.5027393,dit
1.0,1.0,0.5487629,dit
1.0,1.0,0.5232318,dit
1.0,1.0,0.53543824,dit
1.0,0.0,0.46250427,dit
1.0,1.0,0.5743668,dit
1.0,1.0,0.5029665,dit
1.0,0.0,0.48421055,dit
1.0,1.0,0.54865277,dit
1.0,0.0,0.47797933,dit
1.0,0.0,0.49814463,dit
1.0,1.0,0.5397926,dit
1.0,1.0,0.58302146,dit
1.0,1.0,0.5536579,dit
1.0,1.0,0.52628726,dit
1.0,1.0,0.5027349,dit
1.0,0.0,0.47970888,dit
1.0,0.0,0.46432096,dit
1.0,0.0,0.44492307,dit
1.0,0.0,0.43790656,dit
1.0,1.0,0.5063685,dit
1.0,0.0,0.49672005,dit
1.0,1.0,0.5473946,dit
1.0,1.0,0.5181909,dit
1.0,0.0,0.47487736,dit
1.0,0.0,0.4887262,dit
1.0,0.0,0.4923301,dit
1.0,0.0,0.49717742,dit
1.0,1.0,0.5174966,dit
1.0,1.0,0.52130365,dit
1.0,0.0,0.4830681,dit
1.0,1.0,0.5337821,gigaGAN
1.0,1.0,0.5007133,gigaGAN
1.0,0.0,0.47463,gigaGAN
1.0,1.0,0.5671341,gigaGAN
1.0,1.0,0.5707172,gigaGAN
1.0,1.0,0.58454996,gigaGAN
1.0,1.0,0.58236665,gigaGAN
1.0,0.0,0.49741822,gigaGAN
1.0,1.0,0.5272541,gigaGAN
1.0,0.0,0.46050718,gigaGAN
1.0,1.0,0.54577494,gigaGAN
1.0,1.0,0.53085554,gigaGAN
1.0,1.0,0.5567205,gigaGAN
1.0,1.0,0.5251259,gigaGAN
1.0,1.0,0.53014666,gigaGAN
1.0,1.0,0.52565235,gigaGAN
1.0,0.0,0.46564728,gigaGAN
1.0,0.0,0.49835107,gigaGAN
1.0,0.0,0.49630162,gigaGAN
1.0,0.0,0.4811833,gigaGAN
1.0,1.0,0.5659687,gigaGAN
1.0,0.0,0.4816421,gigaGAN
1.0,1.0,0.5091782,gigaGAN
1.0,1.0,0.50674534,gigaGAN
1.0,0.0,0.4791241,gigaGAN
1.0,1.0,0.52415866,gigaGAN
1.0,1.0,0.5270075,gigaGAN
1.0,0.0,0.48300117,gigaGAN
1.0,0.0,0.48752236,gigaGAN
1.0,1.0,0.58060855,gigaGAN
1.0,0.0,0.48058492,gigaGAN
1.0,1.0,0.5093734,gigaGAN
1.0,1.0,0.5845348,gigaGAN
1.0,1.0,0.5028497,gigaGAN
1.0,1.0,0.5188257,gigaGAN
1.0,0.0,0.49481368,gigaGAN
1.0,0.0,0.458829,gigaGAN
1.0,1.0,0.54560536,gigaGAN
1.0,0.0,0.48748654,gigaGAN
1.0,1.0,0.51935685,gigaGAN
1.0,0.0,0.4960256,gigaGAN
1.0,0.0,0.47716868,gigaGAN
1.0,0.0,0.4961001,gigaGAN
1.0,0.0,0.48919192,gigaGAN
1.0,1.0,0.50210935,gigaGAN
1.0,1.0,0.51594096,gigaGAN
1.0,1.0,0.52680343,gigaGAN
1.0,1.0,0.5414869,gigaGAN
1.0,0.0,0.46590343,gigaGAN
1.0,1.0,0.5058097,gigaGAN
1.0,0.0,0.4724375,gigaGAN
1.0,0.0,0.4845857,gigaGAN
1.0,1.0,0.51349974,gigaGAN
1.0,0.0,0.49191934,gigaGAN
1.0,0.0,0.4878197,gigaGAN
1.0,0.0,0.4880251,gigaGAN
1.0,1.0,0.5068591,gigaGAN
1.0,0.0,0.48678172,gigaGAN
1.0,0.0,0.46682832,gigaGAN
1.0,1.0,0.50674367,gigaGAN
1.0,0.0,0.48149368,gigaGAN
1.0,1.0,0.52171886,gigaGAN
1.0,1.0,0.53819627,gigaGAN
1.0,0.0,0.46501344,gigaGAN
1.0,0.0,0.44639298,gigaGAN
1.0,0.0,0.45567238,gigaGAN
1.0,0.0,0.43520293,gigaGAN
1.0,0.0,0.47864294,gigaGAN
1.0,1.0,0.5372814,gigaGAN
1.0,0.0,0.47073802,gigaGAN
1.0,0.0,0.4659025,gigaGAN
1.0,0.0,0.44439134,gigaGAN
1.0,0.0,0.49271518,gigaGAN
1.0,1.0,0.526263,gigaGAN
1.0,0.0,0.43743807,gigaGAN
1.0,1.0,0.54685074,gigaGAN
1.0,0.0,0.46138018,gigaGAN
1.0,1.0,0.562109,gigaGAN
1.0,0.0,0.45089415,gigaGAN
1.0,0.0,0.45998317,gigaGAN
1.0,0.0,0.43620738,gigaGAN
1.0,0.0,0.44731545,gigaGAN
1.0,0.0,0.48121282,gigaGAN
1.0,0.0,0.45706823,gigaGAN
1.0,1.0,0.51304877,gigaGAN
1.0,1.0,0.5376079,gigaGAN
1.0,0.0,0.46337366,gigaGAN
1.0,0.0,0.43999138,gigaGAN
1.0,0.0,0.47386304,gigaGAN
1.0,1.0,0.53456736,gigaGAN
1.0,0.0,0.43694782,gigaGAN
1.0,0.0,0.43975988,gigaGAN
1.0,0.0,0.4673237,gigaGAN
1.0,0.0,0.45435712,gigaGAN
1.0,0.0,0.45387977,gigaGAN
1.0,1.0,0.5286969,gigaGAN
1.0,0.0,0.46917155,gigaGAN
1.0,1.0,0.50932807,gigaGAN
1.0,1.0,0.5109947,gigaGAN
1.0,1.0,0.5458244,gigaGAN
1.0,1.0,0.5163304,gigaGAN
1.0,0.0,0.4844699,gigaGAN
1.0,0.0,0.4810451,gigaGAN
1.0,1.0,0.5552496,gigaGAN
1.0,1.0,0.5184706,gigaGAN
1.0,1.0,0.50840986,gigaGAN
1.0,0.0,0.44123036,gigaGAN
1.0,1.0,0.527413,gigaGAN
1.0,0.0,0.44233513,gigaGAN
1.0,0.0,0.492597,gigaGAN
1.0,1.0,0.5538109,gigaGAN
1.0,1.0,0.5099933,gigaGAN
1.0,1.0,0.5316009,gigaGAN
1.0,0.0,0.48211986,gigaGAN
1.0,0.0,0.4945028,gigaGAN
1.0,1.0,0.5147457,gigaGAN
1.0,0.0,0.47162473,gigaGAN
1.0,0.0,0.45192304,gigaGAN
1.0,1.0,0.5061859,gigaGAN
1.0,1.0,0.5130141,gigaGAN
1.0,0.0,0.4461325,gigaGAN
1.0,0.0,0.46924928,gigaGAN
1.0,0.0,0.47342172,gigaGAN
1.0,0.0,0.48089084,gigaGAN
1.0,0.0,0.47628587,gigaGAN
1.0,0.0,0.45667568,gigaGAN
1.0,0.0,0.46388805,gigaGAN
1.0,0.0,0.45762473,gigaGAN
1.0,1.0,0.51145136,gigaGAN
1.0,1.0,0.5353453,gigaGAN
1.0,0.0,0.49462846,gigaGAN
1.0,1.0,0.5053798,gigaGAN
1.0,0.0,0.46801755,gigaGAN
1.0,0.0,0.4655716,gigaGAN
1.0,0.0,0.48479122,gigaGAN
1.0,1.0,0.52711785,gigaGAN
1.0,0.0,0.45507398,gigaGAN
1.0,0.0,0.4644996,gigaGAN
1.0,0.0,0.4713529,gigaGAN
1.0,0.0,0.47404888,gigaGAN
1.0,1.0,0.54283357,gigaGAN
1.0,0.0,0.46943897,gigaGAN
1.0,0.0,0.47551554,gigaGAN
1.0,0.0,0.47089446,gigaGAN
1.0,1.0,0.52151376,gigaGAN
1.0,0.0,0.49559543,gigaGAN
1.0,0.0,0.46405914,gigaGAN
1.0,0.0,0.47425848,gigaGAN
1.0,0.0,0.4543588,gigaGAN
1.0,0.0,0.47851014,gigaGAN
1.0,0.0,0.44331104,gigaGAN
1.0,0.0,0.469123,gigaGAN
1.0,0.0,0.47656146,gigaGAN
1.0,0.0,0.4711724,gigaGAN
1.0,0.0,0.49525446,gigaGAN
1.0,0.0,0.46930662,gigaGAN
1.0,1.0,0.51803565,gigaGAN
1.0,1.0,0.5391478,gigaGAN
1.0,1.0,0.51673675,gigaGAN
1.0,0.0,0.45305252,gigaGAN
1.0,0.0,0.47366473,gigaGAN
1.0,0.0,0.4761067,gigaGAN
1.0,0.0,0.48500547,gigaGAN
1.0,1.0,0.5340293,gigaGAN
1.0,0.0,0.49108472,gigaGAN
1.0,0.0,0.46580583,gigaGAN
1.0,0.0,0.47667181,gigaGAN
1.0,1.0,0.5006458,gigaGAN
1.0,0.0,0.47945774,gigaGAN
1.0,0.0,0.4909329,gigaGAN
1.0,0.0,0.47158104,gigaGAN
1.0,0.0,0.4913426,gigaGAN
1.0,1.0,0.5373316,gigaGAN
1.0,0.0,0.48396987,gigaGAN
1.0,0.0,0.4596298,gigaGAN
1.0,0.0,0.45068908,gigaGAN
1.0,0.0,0.45574057,gigaGAN
1.0,1.0,0.50453454,gigaGAN
1.0,0.0,0.4924618,gigaGAN
1.0,0.0,0.48566929,gigaGAN
1.0,0.0,0.48871425,gigaGAN
1.0,0.0,0.49903283,gigaGAN
1.0,0.0,0.48615453,gigaGAN
1.0,0.0,0.4860512,gigaGAN
1.0,1.0,0.5048127,gigaGAN
1.0,0.0,0.48312575,gigaGAN
1.0,1.0,0.515386,gigaGAN
1.0,0.0,0.47594252,gigaGAN
1.0,0.0,0.46817198,gigaGAN
1.0,0.0,0.46191555,gigaGAN
1.0,0.0,0.45619595,gigaGAN
1.0,0.0,0.45931804,gigaGAN
1.0,0.0,0.4723442,gigaGAN
1.0,1.0,0.50587535,gigaGAN
1.0,0.0,0.4948174,gigaGAN
1.0,1.0,0.55608153,gigaGAN
1.0,0.0,0.45826837,gigaGAN
1.0,0.0,0.46326107,gigaGAN
1.0,1.0,0.5551359,gigaGAN
1.0,1.0,0.5067445,gigaGAN
1.0,1.0,0.5008655,gigaGAN
1.0,0.0,0.45428604,gigaGAN
1.0,1.0,0.51319575,gigaGAN
1.0,1.0,0.5080394,gigaGAN
1.0,0.0,0.47608688,gigaGAN
1.0,0.0,0.46943676,gigaGAN
1.0,1.0,0.54698926,gigaGAN
1.0,0.0,0.45518267,gigaGAN
1.0,0.0,0.4907521,gigaGAN
1.0,0.0,0.47255993,gigaGAN
1.0,1.0,0.50438917,gigaGAN
1.0,1.0,0.50325394,gigaGAN
1.0,1.0,0.51359993,gigaGAN
1.0,1.0,0.56494284,gigaGAN
1.0,0.0,0.48633593,gigaGAN
1.0,1.0,0.52930367,gigaGAN
1.0,1.0,0.5055056,gigaGAN
1.0,0.0,0.48280337,gigaGAN
1.0,1.0,0.5092117,gigaGAN
1.0,1.0,0.510757,gigaGAN
1.0,0.0,0.48847553,gigaGAN
1.0,1.0,0.5813941,gigaGAN
1.0,1.0,0.518401,gigaGAN
1.0,0.0,0.4724475,gigaGAN
1.0,1.0,0.50093204,gigaGAN
1.0,0.0,0.4695239,gigaGAN
1.0,1.0,0.55931526,gigaGAN
1.0,0.0,0.4859101,gigaGAN
1.0,1.0,0.6006674,gigaGAN
1.0,1.0,0.51018924,gigaGAN
1.0,0.0,0.44117895,gigaGAN
1.0,0.0,0.43929294,gigaGAN
1.0,1.0,0.5115728,gigaGAN
1.0,0.0,0.45121658,gigaGAN
1.0,0.0,0.4887599,gigaGAN
1.0,1.0,0.51180726,gigaGAN
1.0,0.0,0.497887,gigaGAN
1.0,0.0,0.4756658,gigaGAN
1.0,1.0,0.5064965,gigaGAN
1.0,0.0,0.454095,gigaGAN
1.0,1.0,0.52732366,gigaGAN
1.0,0.0,0.49273294,gigaGAN
1.0,1.0,0.55064,gigaGAN
1.0,1.0,0.51153314,gigaGAN
1.0,0.0,0.48014173,gigaGAN
1.0,1.0,0.5153194,gigaGAN
1.0,0.0,0.4733316,gigaGAN
1.0,0.0,0.46302044,gigaGAN
1.0,0.0,0.46284926,gigaGAN
1.0,0.0,0.46817866,gigaGAN
1.0,0.0,0.460624,gigaGAN
1.0,0.0,0.45843688,gigaGAN
1.0,0.0,0.48160735,gigaGAN
1.0,0.0,0.49500778,gigaGAN
1.0,0.0,0.47234482,gigaGAN
1.0,1.0,0.53699017,gigaGAN
1.0,0.0,0.46760023,gigaGAN
1.0,1.0,0.5078875,gigaGAN
1.0,0.0,0.4641885,gigaGAN
1.0,0.0,0.4527456,gigaGAN
1.0,1.0,0.5066042,gigaGAN
1.0,0.0,0.48629004,gigaGAN
1.0,0.0,0.46503726,gigaGAN
1.0,1.0,0.5307326,gigaGAN
1.0,0.0,0.47741547,gigaGAN
1.0,0.0,0.48191646,gigaGAN
1.0,0.0,0.4805939,gigaGAN
1.0,1.0,0.50256795,gigaGAN
1.0,1.0,0.5229141,gigaGAN
1.0,0.0,0.49288923,gigaGAN
1.0,0.0,0.48569283,gigaGAN
1.0,1.0,0.5080939,gigaGAN
1.0,0.0,0.46634966,gigaGAN
1.0,1.0,0.5377532,gigaGAN
1.0,0.0,0.46324596,gigaGAN
1.0,0.0,0.49767685,gigaGAN
1.0,1.0,0.5100362,gigaGAN
1.0,0.0,0.48972446,gigaGAN
1.0,0.0,0.48078313,gigaGAN
1.0,0.0,0.47571424,gigaGAN
1.0,0.0,0.4868394,gigaGAN
1.0,0.0,0.4829607,gigaGAN
1.0,0.0,0.47035667,gigaGAN
1.0,0.0,0.46176106,gigaGAN
1.0,0.0,0.43566167,gigaGAN
1.0,0.0,0.48555908,gigaGAN
1.0,0.0,0.45726317,gigaGAN
1.0,0.0,0.46791998,gigaGAN
1.0,0.0,0.4492729,gigaGAN
1.0,0.0,0.48634404,gigaGAN
1.0,0.0,0.46654126,gigaGAN
1.0,1.0,0.54464704,gigaGAN
1.0,0.0,0.4966484,gigaGAN
1.0,0.0,0.4651502,gigaGAN
1.0,0.0,0.4522891,gigaGAN
1.0,0.0,0.45898378,gigaGAN
1.0,0.0,0.4752621,gigaGAN
1.0,0.0,0.47840944,gigaGAN
1.0,1.0,0.53437805,gigaGAN
1.0,0.0,0.46383026,gigaGAN
1.0,1.0,0.562599,gigaGAN
1.0,1.0,0.5266454,gigaGAN
1.0,1.0,0.53199315,gigaGAN
1.0,1.0,0.5497529,gigaGAN
1.0,0.0,0.46311828,gigaGAN
1.0,1.0,0.53742975,gigaGAN
1.0,1.0,0.54622316,gigaGAN
1.0,0.0,0.46132153,gigaGAN
1.0,1.0,0.50376534,gigaGAN
1.0,1.0,0.52329534,gigaGAN
1.0,0.0,0.48825535,gigaGAN
1.0,1.0,0.53456175,gigaGAN
1.0,0.0,0.4977177,gigaGAN
1.0,0.0,0.47592235,gigaGAN
1.0,1.0,0.5006479,gigaGAN
1.0,0.0,0.43993452,gigaGAN
1.0,0.0,0.48242608,gigaGAN
1.0,0.0,0.43620756,gigaGAN
1.0,0.0,0.48409528,gigaGAN
1.0,0.0,0.49333104,gigaGAN
1.0,0.0,0.45502812,gigaGAN
1.0,0.0,0.448657,gigaGAN
1.0,0.0,0.49679747,gigaGAN
1.0,1.0,0.56095535,gigaGAN
1.0,1.0,0.50819564,gigaGAN
1.0,0.0,0.46680763,gigaGAN
1.0,0.0,0.47250703,gigaGAN
1.0,1.0,0.52459615,gigaGAN
1.0,0.0,0.45254472,gigaGAN
1.0,1.0,0.50514936,gigaGAN
1.0,0.0,0.46411029,gigaGAN
1.0,0.0,0.48005277,gigaGAN
1.0,0.0,0.4720526,gigaGAN
1.0,0.0,0.4723593,gigaGAN
1.0,0.0,0.4616471,gigaGAN
1.0,0.0,0.45017442,gigaGAN
1.0,0.0,0.49061248,gigaGAN
1.0,0.0,0.4558178,gigaGAN
1.0,0.0,0.49842852,gigaGAN
1.0,0.0,0.496823,gigaGAN
1.0,0.0,0.4462429,gigaGAN
1.0,0.0,0.4646164,gigaGAN
1.0,1.0,0.5090828,gigaGAN
1.0,0.0,0.49945933,gigaGAN
1.0,0.0,0.49029976,gigaGAN
1.0,0.0,0.4555793,gigaGAN
1.0,1.0,0.5301089,gigaGAN
1.0,0.0,0.44869384,gigaGAN
1.0,1.0,0.50288427,gigaGAN
1.0,1.0,0.50171727,gigaGAN
1.0,0.0,0.45120168,gigaGAN
1.0,0.0,0.46789527,gigaGAN
1.0,0.0,0.47289687,gigaGAN
1.0,0.0,0.45259923,gigaGAN
1.0,0.0,0.4514786,gigaGAN
1.0,0.0,0.4729543,gigaGAN
1.0,0.0,0.4803085,gigaGAN
1.0,0.0,0.46290004,gigaGAN
1.0,0.0,0.46881506,gigaGAN
1.0,0.0,0.4262874,gigaGAN
1.0,0.0,0.42464432,gigaGAN
1.0,1.0,0.50298923,gigaGAN
1.0,1.0,0.54845995,gigaGAN
1.0,0.0,0.4801138,gigaGAN
1.0,0.0,0.46018988,gigaGAN
1.0,1.0,0.5047845,gigaGAN
1.0,0.0,0.43637475,gigaGAN
1.0,1.0,0.5301685,gigaGAN
1.0,1.0,0.5197992,gigaGAN
1.0,1.0,0.5396135,gigaGAN
1.0,1.0,0.51560956,gigaGAN
1.0,0.0,0.45794013,gigaGAN
1.0,0.0,0.4316642,gigaGAN
1.0,0.0,0.48908752,gigaGAN
1.0,0.0,0.46215588,gigaGAN
1.0,0.0,0.4949964,gigaGAN
1.0,1.0,0.5163504,gigaGAN
1.0,0.0,0.48351634,gigaGAN
1.0,1.0,0.5911225,gigaGAN
1.0,1.0,0.52352417,gigaGAN
1.0,0.0,0.46208647,gigaGAN
1.0,0.0,0.47439837,gigaGAN
1.0,1.0,0.5205566,gigaGAN
1.0,0.0,0.4403626,gigaGAN
1.0,0.0,0.48754695,gigaGAN
1.0,0.0,0.47739157,gigaGAN
1.0,1.0,0.5017596,gigaGAN
1.0,1.0,0.5317237,gigaGAN
1.0,0.0,0.4740801,gigaGAN
1.0,0.0,0.44504875,gigaGAN
1.0,0.0,0.47826165,gigaGAN
1.0,0.0,0.45881242,gigaGAN
1.0,0.0,0.4757164,gigaGAN
1.0,0.0,0.45697263,gigaGAN
1.0,0.0,0.4837762,gigaGAN
1.0,1.0,0.5134031,gigaGAN
1.0,1.0,0.52978784,gigaGAN
1.0,0.0,0.48245338,gigaGAN
1.0,0.0,0.46153808,gigaGAN
1.0,0.0,0.49180445,gigaGAN
1.0,1.0,0.52886164,gigaGAN
1.0,0.0,0.47799796,gigaGAN
1.0,0.0,0.47585985,gigaGAN
1.0,0.0,0.49817002,gigaGAN
1.0,0.0,0.4964239,gigaGAN
1.0,0.0,0.46637237,gigaGAN
1.0,0.0,0.46949762,gigaGAN
1.0,0.0,0.4657023,gigaGAN
1.0,0.0,0.45532775,gigaGAN
1.0,0.0,0.4773094,gigaGAN
1.0,1.0,0.5134799,gigaGAN
1.0,0.0,0.45786697,gigaGAN
1.0,0.0,0.45009094,gigaGAN
1.0,0.0,0.47855446,gigaGAN
1.0,0.0,0.4543242,gigaGAN
1.0,1.0,0.5633794,gigaGAN
1.0,1.0,0.5210738,gigaGAN
1.0,0.0,0.49525872,gigaGAN
1.0,0.0,0.45111686,gigaGAN
1.0,1.0,0.5052732,gigaGAN
1.0,0.0,0.4576637,gigaGAN
1.0,1.0,0.5039927,gigaGAN
1.0,0.0,0.47712058,gigaGAN
1.0,0.0,0.48580202,gigaGAN
1.0,1.0,0.52777153,gigaGAN
1.0,0.0,0.4946505,gigaGAN
1.0,0.0,0.4957117,gigaGAN
1.0,1.0,0.5347567,gigaGAN
1.0,1.0,0.5237385,gigaGAN
1.0,1.0,0.56221837,gigaGAN
1.0,1.0,0.5273399,gigaGAN
1.0,1.0,0.56726986,gigaGAN
1.0,1.0,0.57223743,gigaGAN
1.0,1.0,0.514238,gigaGAN
1.0,0.0,0.490034,gigaGAN
1.0,1.0,0.50629026,gigaGAN
1.0,1.0,0.5412426,gigaGAN
1.0,1.0,0.53486776,gigaGAN
1.0,0.0,0.48599625,gigaGAN
1.0,0.0,0.45854622,gigaGAN
1.0,0.0,0.4710257,gigaGAN
1.0,0.0,0.4697437,gigaGAN
1.0,0.0,0.4696494,gigaGAN
1.0,1.0,0.58245593,gigaGAN
1.0,0.0,0.42905164,gigaGAN
1.0,0.0,0.4728578,gigaGAN
1.0,0.0,0.48320884,gigaGAN
1.0,0.0,0.47496474,gigaGAN
1.0,0.0,0.45401293,gigaGAN
1.0,0.0,0.49225107,gigaGAN
1.0,0.0,0.4790518,gigaGAN
1.0,0.0,0.47338897,gigaGAN
1.0,0.0,0.4781108,gigaGAN
1.0,1.0,0.53390026,gigaGAN
1.0,1.0,0.5623402,gigaGAN
1.0,1.0,0.5334529,gigaGAN
1.0,1.0,0.53604525,gigaGAN
1.0,1.0,0.50303334,gigaGAN
1.0,1.0,0.5347098,gigaGAN
1.0,0.0,0.4657417,gigaGAN
1.0,0.0,0.49552068,gigaGAN
1.0,0.0,0.49731016,gigaGAN
1.0,0.0,0.48053825,gigaGAN
1.0,0.0,0.48019704,gigaGAN
1.0,0.0,0.4719661,gigaGAN
1.0,1.0,0.502721,gigaGAN
1.0,0.0,0.4951527,gigaGAN
1.0,0.0,0.4737639,gigaGAN
1.0,0.0,0.47143012,gigaGAN
1.0,0.0,0.4616024,gigaGAN
1.0,1.0,0.50371724,gigaGAN
1.0,0.0,0.488726,gigaGAN
1.0,1.0,0.506751,gigaGAN
1.0,0.0,0.46324667,gigaGAN
1.0,1.0,0.50443834,gigaGAN
1.0,0.0,0.4838664,gigaGAN
1.0,1.0,0.5466896,gigaGAN
